1,7	-3,14	-0,028591
1,7	-4,14	-0,005488
1,7	-5,14	0,0159
1,7	-6,14	0,019439
1,7	-7,14	-0,01046
1,7	-8,14	-0,00630703
1,7	-9,14	-0,029628391
1,7	-10,14	-0,064630651
3,5	-3,14	0,024941198
3,5	-4,14	0,041426671
3,5	-5,14	0,034197827
3,5	-6,14	0,01321418
3,5	-7,14	-0,010988474
3,5	-8,14	-0,028145329
3,5	-9,14	-0,041172728
3,5	-10,14	-0,094593939
3,5	-11,14	-0,149605432
3,5	-12,14	-0,046720954
3,5	-13,14	0,021482407
6,6	-3,14	0,043289065
6,6	-4,14	0,06176692
6,6	-5,14	0,06641094
6,6	-6,14	0,058285084
6,6	-7,14	0,044966402
6,6	-8,14	0,023665212
6,6	-9,14	0,004605646
6,6	-10,14	-0,016381517
6,6	-11,14	-0,050903906
6,6	-12,14	-0,083033439
6,6	-13,14	-0,159308828
6,6	-14,14	-0,137407056
6,6	-15,14	-0,063357899
6,6	-16,14	0,128309018
8,8	-3,14	0,058965714
8,8	-4,14	0,064611705
8,8	-5,14	0,071656554
8,8	-6,14	0,053034174
8,8	-7,14	0,048352123
8,8	-8,14	0,036815421
8,8	-9,14	0,036625328
8,8	-10,14	0,023929358
8,8	-11,14	-0,019727936
8,8	-12,14	-0,048987387
8,8	-13,14	-0,056299135
8,8	-14,14	-0,044145091
8,8	-15,14	-0,020455827
8,8	-16,14	-0,021239042
8,8	-17,14	-0,323487509
11,4	-3,14	0,086662838
11,4	-4,14	0,037771203
11,4	-5,14	0,032428136
11,4	-6,14	0,038981103
11,4	-7,14	0,041670837
11,4	-8,14	0,044163946
11,4	-9,14	0,033169964
11,4	-10,14	0,037373135
11,4	-11,14	0,035260773
11,4	-12,14	0,032338464
11,4	-13,14	0,045341849
11,4	-14,14	0,06637983
11,4	-15,14	0,045349644
11,4	-16,14	0,044122474
11,4	-17,14	0,226190948
14,1	-3,14	0,013838448
14,1	-4,14	0,020666637
14,1	-5,14	0,017105271
14,1	-6,14	0,014825703
14,1	-7,14	0,009909959
14,1	-8,14	0,006856408
14,1	-9,14	0,006643921
14,1	-10,14	0,003514908
14,1	-11,14	0,001815354
14,1	-12,14	0,003653485
14,1	-13,14	0,012917703
14,1	-14,14	0,023080377
14,1	-15,14	-0,014370097
14,1	-16,14	0,007742136
16,8	-3,14	-0,022924673
16,8	-4,14	-0,026330244
16,8	-5,14	-0,028215314
16,8	-6,14	-0,036247845
16,8	-7,14	-0,040662198
16,8	-8,14	-0,042419521
16,8	-9,14	-0,045077568
16,8	-10,14	-0,043143071
16,8	-11,14	-0,036090659
16,8	-12,14	-0,023178129
16,8	-13,14	-0,034203347
16,8	-14,14	-0,011824882
19,24	-3,14	-0,084280493
19,24	-4,14	-0,08402989
19,24	-5,14	-0,126925491
19,24	-6,14	-0,138520016
19,24	-7,14	-0,111737793
19,24	-8,14	-0,095879654
19,24	-9,14	-0,060481532
19,24	-10,14	-0,034137088
19,24	-11,14	-0,02072986
